timestamp_main,normal_time,P_gpu_W,t_seconds
1628599116.0,2021-08-10 12:38:36.000000000,13201.559999999998,34.300000000000004
1628599116.1,2021-08-10 12:38:36.099999905,13277.370000000004,34.4
1628599116.2,2021-08-10 12:38:36.200000048,13560.080000000007,34.5
1628599116.3,2021-08-10 12:38:36.299999952,13670.729999999998,34.6
1628599116.4,2021-08-10 12:38:36.400000095,13708.47,34.7
1628599116.5,2021-08-10 12:38:36.500000000,13335.330000000004,34.800000000000004
1628599116.6,2021-08-10 12:38:36.599999905,12995.820000000003,34.9
1628599116.7,2021-08-10 12:38:36.700000048,13031.149999999996,35.0
1628599116.8,2021-08-10 12:38:36.799999952,12918.919999999996,35.1
1628599116.9,2021-08-10 12:38:36.900000095,12540.240000000003,35.2
1628599117.0,2021-08-10 12:38:37.000000000,11983.450000000006,35.300000000000004
1628599117.1,2021-08-10 12:38:37.099999905,12254.500000000004,35.4
1628599117.2,2021-08-10 12:38:37.200000048,12092.299999999994,35.5
1628599117.3,2021-08-10 12:38:37.299999952,12370.019999999997,35.6
1628599117.4,2021-08-10 12:38:37.400000095,12862.420000000002,35.7
1628599117.5,2021-08-10 12:38:37.500000000,12838.330000000013,35.800000000000004
1628599117.6,2021-08-10 12:38:37.599999905,13486.259999999998,35.9
1628599117.7,2021-08-10 12:38:37.700000048,13262.42,36.0
1628599117.8,2021-08-10 12:38:37.799999952,13558.140000000005,36.1
1628599117.9,2021-08-10 12:38:37.900000095,13527.270000000011,36.2
1628599118.0,2021-08-10 12:38:38.000000000,13601.71,36.300000000000004
1628599118.1,2021-08-10 12:38:38.099999905,13336.369999999994,36.4
1628599118.2,2021-08-10 12:38:38.200000048,12997.180000000002,36.5
1628599118.3,2021-08-10 12:38:38.299999952,12960.84,36.6
1628599118.4,2021-08-10 12:38:38.400000095,12767.560000000003,36.7
1628599118.5,2021-08-10 12:38:38.500000000,12805.71,36.800000000000004
1628599118.6,2021-08-10 12:38:38.599999905,11827.96,36.9
1628599118.7,2021-08-10 12:38:38.700000048,12304.750000000002,37.0
1628599118.8,2021-08-10 12:38:38.799999952,12364.22,37.1
1628599118.9,2021-08-10 12:38:38.900000095,12503.310000000003,37.2
1628599119.0,2021-08-10 12:38:39.000000000,13001.100000000006,37.300000000000004
1628599119.1,2021-08-10 12:38:39.099999905,12750.020000000004,37.4
1628599119.2,2021-08-10 12:38:39.200000048,13186.220000000005,37.5
1628599119.3,2021-08-10 12:38:39.299999952,13451.14,37.6
1628599119.4,2021-08-10 12:38:39.400000095,13522.839999999997,37.7
1628599119.5,2021-08-10 12:38:39.500000000,13415.330000000007,37.800000000000004
1628599119.6,2021-08-10 12:38:39.599999905,13416.400000000009,37.9
1628599119.7,2021-08-10 12:38:39.700000048,13376.250000000004,38.0
1628599119.8,2021-08-10 12:38:39.799999952,13183.97,38.1
1628599119.9,2021-08-10 12:38:39.900000095,12943.010000000011,38.2
1628599120.0,2021-08-10 12:38:40.000000000,12860.79,38.300000000000004
1628599120.1,2021-08-10 12:38:40.099999905,12137.87,38.400000000000006
1628599120.2,2021-08-10 12:38:40.200000048,12243.25,38.5
1628599120.3,2021-08-10 12:38:40.299999952,12440.65,38.6
1628599120.4,2021-08-10 12:38:40.400000095,12520.570000000002,38.7
1628599120.5,2021-08-10 12:38:40.500000000,12698.990000000003,38.800000000000004
1628599120.6,2021-08-10 12:38:40.599999905,12734.550000000008,38.900000000000006
1628599120.7,2021-08-10 12:38:40.700000048,13184.089999999998,39.0
1628599120.8,2021-08-10 12:38:40.799999952,12908.900000000009,39.1
1628599120.9,2021-08-10 12:38:40.900000095,13336.139999999996,39.2
1628599121.0,2021-08-10 12:38:41.000000000,13491.409999999998,39.300000000000004
